pair_id,name_a,name_b,label,pair_type,route,baseline_score,llm_same,llm_confidence,final_pred,source
p0036,"United Airlines Holdings, Inc.",American Airlines,0,hard_negative,llm,0.6413,0,,0,reused
p0037,Intel Corporation,Intel Corp,1,positive,auto_accept,0.9864,,,1,
p0038,Genral Electric,Lincoln Electric,0,hard_negative,llm,0.4342,0,,0,reused
p0039,Daimler AG,Mercedes-Benz,1,positive,llm,0.5582,1,,1,reused
p0040,Royal Bank,First Republic Bank,0,hard_negative,llm,0.5740,0,,0,reused
p0041,"Samsung Electronics Co., Ltd.","Delta Electronics, Inc.",0,hard_negative,llm,0.3928,0,,0,reused
p0042,Saudi Aramco,Aramco,1,positive,llm,0.8065,1,,1,reused
p0043,General Motors Company,General Dynamics,0,hard_negative,llm,0.5434,0,,0,reused
p0044,Deutsche Bank AG,Bank of China,0,hard_negative,llm,0.4094,0,,0,reused
p0045,Ford Motor Co.,Ford,1,positive,llm,0.9328,1,,1,reused
p0046,Pfizer,Deutsche Telekom AG,0,easy_negative,auto_reject,0.0732,,,0,
p0047,"Meta Platforms, Inc.",META,1,positive,llm,0.5190,1,,1,reused
p0048,Alibaba Group Holding Limited,BABA,1,positive,llm,0.2123,1,,1,reused
p0049,Alibaba Group,BABA,1,positive,llm,0.3373,1,,1,reused
p0050,"The Home Depot, Inc.",The Home Depot,1,positive,auto_accept,0.9719,,,1,
p0051,"American Electric Power Company, Inc.",American Electric Power,1,positive,auto_accept,0.9598,,,1,
p0052,"Merck & Co., Inc.",Merck KGaA,0,hard_negative,llm,0.8387,0,,0,reused
p0053,General Dynamics,First Solar,0,easy_negative,llm,0.1370,0,0.99,0,new
p0054,General Electric Co.,GE,1,positive,llm,0.9200,1,,1,reused
p0055,BofA,BAC,1,positive,llm,0.4801,1,,1,reused
p0056,Mastercard Incorporated,General Motors,0,easy_negative,llm,0.1153,0,,0,reused
p0057,General Motors Company,General Motors,1,positive,auto_accept,0.9782,,,1,
p0058,AstraZeneca PLC,AstraZeneca,1,positive,auto_accept,0.9651,,,1,
p0059,Bank of America,Royal Bank of Canada,0,hard_negative,llm,0.4694,0,,0,reused
p0060,AAPL,Aple Inc,1,positive,llm,0.5597,1,,1,reused
p0061,Merck and Co,E. Merck,0,hard_negative,llm,0.8636,0,,0,reused
p0062,Johnson & Johnson,J&J,1,positive,llm,0.7414,1,,1,reused
p0063,Morgan Stanley & Co.,MS,1,positive,llm,0.9200,1,,1,reused
p0064,ASML Holding N.V.,ASML Holding,1,positive,auto_accept,0.9615,,,1,
p0065,IBM Corp.,Internationl Business Machines,1,positive,llm,0.9200,1,,1,reused
p0066,Saudi Arabian Oil Company,Merck and Co,0,easy_negative,llm,0.1229,0,0.99,0,new
p0067,MS,A.P. Møller – Mærsk,0,easy_negative,llm,0.2780,0,0.95,0,new
p0068,First Solar,FSLR,1,positive,llm,0.3388,1,,1,reused
p0069,American Express,American International Group,0,hard_negative,llm,0.5690,0,,0,reused
p0070,International Business Machines Corporation,IBM,1,positive,llm,0.9200,1,,1,reused
p0071,Unilever PLC,Unilever,1,positive,auto_accept,0.9721,,,1,
p0072,British Petroleum,BP,1,positive,llm,0.9200,1,,1,reused
p0073,Hitachi,日立製作所,1,positive,llm,0.6566,1,0.99,1,new
p0074,Bayerische Motoren Werke AG,BMW,1,positive,llm,0.9200,1,,1,reused
p0075,Deutsche Post DHL Group,DHL Group,1,positive,llm,0.8422,1,,1,reused
p0076,"General Mills, Inc.",GIS,1,positive,llm,0.2888,1,,1,reused
p0077,Sony Corporation,Sony,1,positive,auto_accept,0.9740,,,1,
p0078,AstraZeneca PLC,Astra Zeneca,1,positive,llm,0.6992,1,,1,reused
p0079,PJSC Gazprom,Gazprom,1,positive,llm,0.9220,1,0.99,1,new
p0080,AP Moller Maersk,Maersk,1,positive,llm,0.5761,1,,1,reused
p0081,United Airlines,United Parcel Service,0,hard_negative,llm,0.6268,0,,0,reused
p0082,Delta Air Lines,Delta Electronics,0,hard_negative,llm,0.6378,0,,0,reused
p0083,Tata Consultancy Services,TCS,1,positive,llm,0.9200,1,,1,reused
p0084,HP Inc.,Hewlett Packard,1,positive,llm,0.9200,1,,1,reused
p0085,Siemens,General Dynamics Corporation,0,easy_negative,auto_reject,0.0000,,,0,
p0086,HSBC Holdings plc,Société des Produits Nestlé,0,easy_negative,auto_reject,0.0000,,,0,
p0087,Airbus Group,Airbus,1,positive,llm,0.9435,1,0.97,1,new
p0088,TotalEnergies,Total,1,positive,llm,0.8500,1,,1,reused
p0089,IBM,IBM Corp.,1,positive,llm,0.9039,1,0.99,1,new
p0090,Novartis International AG,Johnson Controls International plc,0,hard_negative,llm,0.1753,0,,0,reused
p0091,International Business Machines Corporation,IBM Corp.,1,positive,llm,0.9200,1,,1,reused
p0092,American Express Company,American Telephone & Telegraph,0,hard_negative,llm,0.4822,0,,0,reused
p0093,"United Airlines Holdings, Inc.",United Airlines,1,positive,llm,0.9197,1,0.95,1,new
p0094,"Honda Motor Co., Ltd.",Honda,1,positive,llm,0.9191,1,,1,reused
p0095,Oracle Corporation,Oracle,1,positive,auto_accept,0.9694,,,1,
p0096,Tata Consultancy Services,CVX,0,easy_negative,llm,0.1493,0,0.99,0,new
p0097,Exxon Mobil Corporation,Exxon,1,positive,llm,0.8880,1,,1,reused
p0098,TotalEnergies SE,TotalEnergies,1,positive,llm,0.9475,1,0.99,1,new
p0099,CVX,Saudi Aramco,0,easy_negative,auto_reject,0.0853,,,0,
p0100,AstraZeneca PLC,AZN,1,positive,llm,0.8500,1,,1,reused
p0101,The Coca-Cola Company,Santander,0,easy_negative,llm,0.1615,0,0.99,0,new
p0102,Nestlé S.A.,Nestle SA,1,positive,llm,0.8736,1,,1,reused
p0103,Bank of America,Bank of Montreal,0,hard_negative,llm,0.4310,0,,0,reused
p0104,Nike Inc,NKE,1,positive,llm,0.8500,1,,1,reused
p0105,"American Electric Power Company, Inc.",Lincoln Electric,0,hard_negative,llm,0.5257,0,,0,reused
p0106,Astra Zeneca,AZN,1,positive,llm,0.1761,1,,1,reused
p0107,Deutsche Bank AG,Royal Bank,0,hard_negative,llm,0.4538,0,,0,reused
p0108,Daimler AG,MS,0,easy_negative,auto_reject,0.0332,,,0,
p0109,American Electric Power,"Lincoln Electric Holdings, Inc.",0,hard_negative,llm,0.4828,0,,0,reused
p0110,Ford Motor Company,"Honda Motor Co., Ltd.",0,hard_negative,llm,0.4766,0,,0,reused
p0111,GM,Genral Motors,1,positive,llm,0.9200,1,,1,reused
p0112,American Airlines Group Inc.,"American Electric Power Company, Inc.",0,hard_negative,llm,0.3710,0,,0,reused
p0113,UnitedHealth Group,Anheuser Busch InBev,0,easy_negative,auto_reject,0.0284,,,0,
p0114,Deutsche Bank AG,Royal Bank of Canada,0,hard_negative,llm,0.3191,0,,0,reused
p0115,Volkswagen AG,Standard Chartered PLC,0,easy_negative,auto_reject,0.0000,,,0,
p0116,TSM,A.P. Møller – Mærsk,0,easy_negative,llm,0.2267,0,,0,reused
p0117,Sony Group Corporation,ソニー,1,positive,llm,0.6882,1,,1,reused
p0118,"United Parcel Service, Inc.",UPS,1,positive,llm,0.9200,1,,1,reused
p0119,Novartis International AG,"American International Group, Inc.",0,hard_negative,auto_reject,0.0200,,,0,
p0120,SAP SE,SAP AG,1,positive,llm,0.9039,1,0.97,1,new
p0121,Moet Hennessy Louis Vuitton,LVMH,1,positive,llm,0.4638,1,,1,reused
p0122,CRM,General Electric Company,0,easy_negative,auto_reject,0.0000,,,0,
p0123,Bank of Montreal,Royal Bank of Canada,0,hard_negative,llm,0.6624,0,,0,reused
p0124,Visa Inc.,Visa,1,positive,llm,0.9362,1,0.99,1,new
p0125,American Express Company,American International Group,0,hard_negative,llm,0.5377,0,,0,reused
p0126,"Banco Santander, S.A.",Banco Santander,1,positive,auto_accept,0.9771,,,1,
p0127,Royal Dutch Shell,Royal Bank of Canada,0,hard_negative,llm,0.3177,0,,0,reused
p0128,GSK plc,GSK,1,positive,llm,0.8777,1,0.99,1,new
p0129,United Airlines,BofA,0,easy_negative,auto_reject,0.0000,,,0,
p0130,Bank of America Corporation,Deutsche Bank,0,hard_negative,llm,0.4266,0,,0,reused
p0131,Merck KGaA,Merck Group,1,positive,llm,0.9119,1,0.75,1,new
p0132,American Electric Power,"American International Group, Inc.",0,hard_negative,llm,0.2912,0,,0,reused
p0133,General Electric Co.,American Electric Power,0,hard_negative,llm,0.5008,0,,0,reused
p0134,Johnson Controls International plc,Johnson Controls,1,positive,llm,0.9481,1,,1,reused
p0135,Bank of America,Union Bank of Switzerland,0,hard_negative,llm,0.3263,0,,0,reused
p0136,Citigroup Inc.,Citigroup,1,positive,auto_accept,0.9844,,,1,
p0137,Pepsi,Crédit Agricole S.A.,0,easy_negative,auto_reject,0.0119,,,0,
p0138,"PepsiCo, Inc.",PepsiCo,1,positive,auto_accept,0.9907,,,1,
p0139,Apple Inc.,"Samsung Electronics Co., Ltd.",0,easy_negative,llm,0.1576,0,,0,reused
p0140,Credit Agricole,Sony Corporation,0,easy_negative,auto_reject,0.0694,,,0,
p0141,GE,American Express Company,0,easy_negative,auto_reject,0.0855,,,0,
p0142,Johnson and Johnson,Johnson Controls International plc,0,hard_negative,llm,0.7479,0,,0,reused
p0143,Genral Electric,American Electric Power,0,hard_negative,llm,0.3630,0,,0,reused
p0144,Bank of America,Bank of China Limited,0,hard_negative,llm,0.4456,0,,0,reused
p0145,Union Bank of Switzerland,Bank of Montreal,0,hard_negative,llm,0.3871,0,,0,reused
p0146,General Mills,VZ,0,easy_negative,auto_reject,0.0000,,,0,
p0147,The Procter & Gamble Company,Procter and Gamble,1,positive,auto_accept,0.9752,,,1,
p0148,"Tesla Motors, Inc.",Tata Motors,0,hard_negative,llm,0.6800,0,,0,reused
p0149,RTX Corporation,Raytheon,1,positive,llm,0.6228,1,,1,reused
p0150,The Boeing Company,AAPL,0,easy_negative,auto_reject,0.0639,,,0,
p0151,PJSC Gazprom,OAO Gazprom,1,positive,llm,0.8170,1,0.97,1,new
p0152,Procter and Gamble,Maersk,0,easy_negative,auto_reject,0.0000,,,0,
p0153,Royal Bank of Canada,Royal Bank,1,positive,llm,0.7794,1,,1,reused
p0154,"Delta Air Lines, Inc.",Astra Zeneca,0,easy_negative,auto_reject,0.0733,,,0,
p0155,Bank of China Limited,Bank of Montreal,0,hard_negative,llm,0.4764,0,,0,reused
p0156,MCD,UBS Group AG,0,easy_negative,auto_reject,0.0000,,,0,
p0157,GlaxoSmithKline,GSK,1,positive,llm,0.8500,1,,1,reused
p0158,Bank of America,Verizon Communications Inc.,0,easy_negative,llm,0.1386,0,0.99,0,new
p0159,Deutsche Bank,Bank of Montreal,0,hard_negative,llm,0.3654,0,,0,reused
p0160,Deutsche Bank AG,Deutsche Post AG,0,hard_negative,llm,0.5329,0,,0,reused
p0161,General Electric Co.,HSBC,0,easy_negative,llm,0.1349,0,0.99,0,new
p0162,AP Moller Maersk,INTC,0,easy_negative,auto_reject,0.0000,,,0,
p0163,Deutsche Telekom,Deutsche Post DHL Group,0,hard_negative,llm,0.5465,0,,0,reused
p0164,Mercedes Benz,Mercedes-Benz,1,positive,auto_accept,0.9640,,,1,
p0165,Tata Consultancy Services,Tata Motors,0,hard_negative,llm,0.6337,0,,0,reused
p0166,Fiat Chrysler Automobiles,Airbus Group,0,easy_negative,auto_reject,0.0508,,,0,
p0167,"Netflix, Inc.",Netflix,1,positive,auto_accept,0.9850,,,1,
p0168,Deutsche Bank,First Republic Bank,0,hard_negative,llm,0.4985,0,,0,reused
p0169,Anheuser-Busch InBev SA/NV,Anheuser Busch InBev,1,positive,llm,0.9457,1,0.99,1,new
p0170,Exxon Mobil Corporation,The Home Depot,0,easy_negative,auto_reject,0.0952,,,0,
p0171,"Tesla Motors, Inc.",Ford Motor Co.,0,easy_negative,llm,0.5118,0,,0,reused
p0172,L'Oréal S.A.,L'Oreal,1,positive,llm,0.8720,1,,1,reused
p0173,Bank of America,Deutsche Bank AG,0,hard_negative,llm,0.4329,0,,0,reused
p0174,Toyota Motor Corporation,Toyota,1,positive,llm,0.9276,1,,1,reused
p0175,General Dynamics Corporation,General Dynamics,1,positive,auto_accept,0.9676,,,1,
p0176,Google LLC,Google Inc.,1,positive,auto_accept,0.9854,,,1,
p0177,Johnson Controls International plc,Ford Motor Company,0,easy_negative,auto_reject,0.0294,,,0,
p0178,Saudi Arabian Oil Company,Nike,0,easy_negative,auto_reject,0.0000,,,0,
p0179,Johnson Controls,"S. C. Johnson & Son, Inc.",0,hard_negative,llm,0.7375,0,,0,reused
p0180,Deutsche Bank AG,Deutsche Bank,1,positive,auto_accept,0.9741,,,1,
p0181,Microsoft Corp.,MSFT,1,positive,llm,0.8500,1,,1,reused
p0182,"Hitachi, Ltd.",L'Oréal S.A.,0,easy_negative,auto_reject,0.0000,,,0,
p0183,"Salesforce, Inc.","S. C. Johnson & Son, Inc.",0,easy_negative,llm,0.2540,0,,0,reused
p0184,IBM Corp.,Advanced Micro Devices,0,easy_negative,llm,0.2233,0,,0,reused
p0185,Toyota Motor Corporation,Ford Motor Co.,0,hard_negative,llm,0.5720,0,,0,reused
p0186,Citigroup Inc.,Citi,1,positive,llm,0.9012,1,,1,reused
p0187,Deutsche Bank,Minnesota Mining and Manufacturing,0,easy_negative,auto_reject,0.0000,,,0,
p0188,Johnson and Johnson,Volkswagen Aktiengesellschaft,0,easy_negative,auto_reject,0.0000,,,0,
p0189,Apple Inc.,Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0190,KO,中国银行,0,easy_negative,auto_reject,0.0327,,,0,
p0191,"Apple Computer, Inc.",Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0192,Advanced Micro Devices,Exxon,0,easy_negative,auto_reject,0.0000,,,0,
p0193,American Express,Bank of America Corporation,0,easy_negative,llm,0.5337,0,,0,reused
p0194,Oracle Corporation,Oracle Corp.,1,positive,auto_accept,0.9728,,,1,
p0195,LVMH,META,0,easy_negative,auto_reject,0.0000,,,0,
p0196,Alliance Bernstein,"The Goldman Sachs Group, Inc.",0,easy_negative,llm,0.2634,0,,0,reused
p0197,Genral Electric,"Lincoln Electric Holdings, Inc.",0,hard_negative,llm,0.4627,0,,0,reused
p0198,Nestle SA,Nestle,1,positive,llm,0.9449,1,0.99,1,new
p0199,Pfizer Inc.,Mercedes Benz,0,easy_negative,auto_reject,0.0000,,,0,
p0200,Apple Inc.,"Apple Computer, Inc.",1,positive,llm,0.8938,1,,1,reused
p0201,Merck and Co,Merck Group,0,hard_negative,llm,0.8763,0,0.85,0,new
p0202,Alibaba Group,Alibaba,1,positive,auto_accept,0.9753,,,1,
p0203,American Express Company,"American Electric Power Company, Inc.",0,hard_negative,llm,0.4854,0,,0,reused
p0204,"NIKE, Inc.",Nike,1,positive,llm,0.6414,1,0.99,1,new
p0205,L'Oréal S.A.,LOreal,1,positive,llm,0.6186,1,,1,reused
p0206,Nike,NKE,1,positive,llm,0.8500,1,,1,reused
p0207,Deutsche Post AG,Verizon,0,easy_negative,llm,0.2312,0,,0,reused
p0208,Saudi Arabian Oil Company,American Telephone & Telegraph,0,easy_negative,auto_reject,0.0000,,,0,
p0209,"United Parcel Service, Inc.",Mercedes-Benz,0,easy_negative,auto_reject,0.0000,,,0,
p0210,General Motors,Genral Motors,1,positive,llm,0.7270,1,,1,reused
p0211,TCS,American Electric Power,0,easy_negative,auto_reject,0.0000,,,0,
p0212,PepsiCo,RBS,0,easy_negative,auto_reject,0.0000,,,0,
p0213,Bank of China,Bank of Montreal,0,hard_negative,llm,0.4588,0,,0,reused
p0214,"Honda Motor Co., Ltd.",Honda Motor,1,positive,auto_accept,0.9823,,,1,
p0215,Bank of China Limited,First Republic Bank,0,hard_negative,llm,0.4550,0,,0,reused
p0216,Berkshire Hathaway Inc.,"Honda Motor Co., Ltd.",0,easy_negative,llm,0.3516,0,,0,reused
p0217,Nvidia,NVDA,1,positive,llm,0.8500,1,,1,reused
p0218,Royal Bank of Canada,Royal Bank of Scotland Group,0,hard_negative,llm,0.6847,0,,0,reused
p0219,Bank of America Corporation,BofA,1,positive,llm,0.4068,1,,1,reused
p0220,General Motors,General Dynamics,0,hard_negative,llm,0.5404,0,,0,reused
p0221,"Apple Computer, Inc.",AAPL,1,positive,llm,0.1945,1,,1,reused
p0222,American Airlines,"American International Group, Inc.",0,hard_negative,llm,0.5837,0,,0,reused
p0223,Exxon,XOM,1,positive,llm,0.3865,1,,1,reused
p0224,Bank of America,Deutsche Bank,0,hard_negative,llm,0.4741,0,,0,reused
p0225,General Motors,General Dynamics Corporation,0,hard_negative,llm,0.5219,0,,0,reused
p0226,Royal Bank of Scotland Group,First Republic Bank,0,hard_negative,llm,0.3978,0,,0,reused
p0227,A T & T,American Telephone & Telegraph,1,positive,llm,0.7702,1,,1,reused
p0228,Bank of Montreal,BMO Financial Group,1,positive,llm,0.4237,1,,1,reused
p0229,UnitedHealth Group,UNH,1,positive,llm,0.8500,1,,1,reused
p0230,Sony Group Corporation,Sony,1,positive,llm,0.9362,1,,1,reused
p0231,S&P Global Inc.,Union Bank of Switzerland,0,easy_negative,llm,0.1402,0,,0,reused
p0232,SAP SE,SAP,1,positive,llm,0.8612,1,0.99,1,new
p0233,"American Electric Power Company, Inc.","Lincoln Electric Holdings, Inc.",0,hard_negative,llm,0.5108,0,,0,reused
p0234,"Samsung Electronics Co., Ltd.",Samsung Elec,1,positive,llm,0.8850,1,,1,reused
p0235,MSFT,Microsft,1,positive,llm,0.8500,1,,1,reused
p0236,Pfizer,PFE,1,positive,llm,0.8500,1,,1,reused
p0237,Shell plc,Shell,1,positive,auto_accept,0.9748,,,1,
p0238,Johnson and Johnson,SC Johnson,0,hard_negative,llm,0.7683,0,,0,reused
p0239,Credit Suisse Group AG,Mercedes Benz,0,easy_negative,auto_reject,0.0358,,,0,
p0240,"Delta Electronics, Inc.",CSCO,0,easy_negative,auto_reject,0.0425,,,0,
p0241,TotalEnergies SE,Total,1,positive,llm,0.8500,1,,1,reused
p0242,AT&T Inc.,AT&T,1,positive,auto_accept,0.9743,,,1,
p0243,United Parcel Service,UPS,1,positive,llm,0.9200,1,,1,reused
p0244,"Banco Santander, S.A.",Santander,1,positive,llm,0.8448,1,,1,reused
p0245,NVIDIA Corporation,NVDA,1,positive,llm,0.8500,1,,1,reused
p0246,Ford Motor Co.,Honda Motor,0,hard_negative,llm,0.5111,0,,0,reused
p0247,Deutsche Bank AG,Deutsche Telekom AG,0,hard_negative,llm,0.5754,0,,0,reused
p0248,Bank of China Limited,Royal Bank of Canada,0,hard_negative,llm,0.5105,0,,0,reused
p0249,American Express Company,American Airlines Group Inc.,0,hard_negative,llm,0.6094,0,,0,reused
p0250,Novartis,Novartis International AG,1,positive,llm,0.9289,1,,1,reused
p0251,Sony,ソニー,1,positive,llm,0.7572,1,,1,reused
p0252,Apple,Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0253,Bank of America Corporation,Royal Bank of Canada,0,hard_negative,llm,0.5100,0,,0,reused
p0254,Berkshire Hathaway,BRK.A,1,positive,llm,0.2584,1,0.99,1,new
p0255,"Lincoln Electric Holdings, Inc.",Lincoln Electric,1,positive,llm,0.9250,1,0.99,1,new
p0256,Tata Motors Limited,Tata Steel Limited,0,hard_negative,llm,0.7347,0,,0,reused
p0257,Wal Mart,WMT,1,positive,llm,0.4102,1,,1,reused
p0258,"Lincoln Electric Holdings, Inc.",BofA,0,easy_negative,auto_reject,0.0000,,,0,
p0259,Royal Bank of Canada,RBC,1,positive,llm,0.9200,1,,1,reused
p0260,Lincoln Financial Group,Lincoln Electric,0,hard_negative,llm,0.6114,0,,0,reused
p0261,HSBC,Hongkong and Shanghai Banking Corporation,1,positive,llm,0.7647,1,,1,reused
p0262,Bank of America Corporation,Bank of China,0,hard_negative,llm,0.5157,0,,0,reused
p0263,Unilever PLC,Unilever N.V.,1,positive,auto_accept,0.9507,,,1,
p0264,Bank of America Corporation,Royal Bank of Scotland Group,0,hard_negative,llm,0.3027,0,,0,reused
p0265,Intel Corporation,INTC,1,positive,llm,0.4623,1,,1,reused
p0266,General Electric Company,General Dynamics Corporation,0,hard_negative,llm,0.6489,0,,0,reused
p0267,American Electric Power,Lincoln Electric,0,hard_negative,llm,0.5079,0,,0,reused
p0268,Crédit Agricole S.A.,Credit Agricole,1,positive,llm,0.8854,1,0.99,1,new
p0269,Costco Wholesale Corporation,COST,1,positive,llm,0.8500,1,,1,reused
p0270,JPMorgan Chase,GlaxoSmithKline,0,easy_negative,auto_reject,0.0000,,,0,
p0271,NKE,Shell,0,easy_negative,auto_reject,0.0000,,,0,
p0272,"General Mills, Inc.",General Mills,1,positive,auto_accept,0.9867,,,1,
p0273,General Electric Co.,"General Mills, Inc.",0,hard_negative,llm,0.5726,0,,0,reused
p0274,NVIDIA Corporation,Nvidia,1,positive,auto_accept,0.9683,,,1,
p0275,"First Solar, Inc.",First Solar,1,positive,auto_accept,0.9814,,,1,
p0276,"Tesla, Inc.",Alphabet Inc.,0,easy_negative,auto_reject,0.0613,,,0,
p0277,Bank of Montreal,Royal Bank of Scotland Group,0,hard_negative,llm,0.3898,0,,0,reused
p0278,Amazon,AMZN,1,positive,llm,0.8500,1,,1,reused
p0279,Toyota Motor Corporation,Toyota Motor Corp,1,positive,auto_accept,0.9935,,,1,
p0280,Deutsche Bank,Royal Bank of Canada,0,hard_negative,llm,0.3883,0,,0,reused
p0281,Deutsche Bank AG,Bank of Montreal,0,hard_negative,llm,0.3013,0,,0,reused
p0282,Berkshire Hathaway Inc.,BRK.A,1,positive,llm,0.2228,1,0.99,1,new
p0283,"First Solar, Inc.",First Republic Bank,0,hard_negative,llm,0.3195,0,,0,reused
p0284,General Motors,Tata Motors,0,hard_negative,llm,0.5294,0,,0,reused
p0285,JPMorgan Chase & Co.,JPMorgan Chase,1,positive,auto_accept,0.9509,,,1,
p0286,Alliance Bernstein,AllianceBernstein,1,positive,llm,0.8510,1,,1,reused
p0287,American Express Company,"American International Group, Inc.",0,hard_negative,llm,0.5755,0,,0,reused
p0288,Bank of China,Royal Bank,0,hard_negative,llm,0.4107,0,,0,reused
p0289,Genral Electric,CVX,0,easy_negative,auto_reject,0.0000,,,0,
p0290,Nvidia,Nvidia Corp,1,positive,auto_accept,0.9877,,,1,
p0291,J.P. Morgan,"General Mills, Inc.",0,easy_negative,llm,0.4859,0,,0,reused
p0292,Hewlett Packard,Hewlett Packard Enterprise,0,hard_negative,llm,0.9430,0,,0,reused
p0293,LVMH Moët Hennessy Louis Vuitton,SAP SE,0,easy_negative,auto_reject,0.0000,,,0,
p0294,LVMH Moët Hennessy Louis Vuitton,LVMH,1,positive,llm,0.5872,1,,1,reused
p0295,Johnson & Johnson,SC Johnson,0,hard_negative,llm,0.7599,0,,0,reused
p0296,Citigroup Inc.,Tesla,0,easy_negative,auto_reject,0.0099,,,0,
p0297,Taiwan Semiconductor,Novartis AG,0,easy_negative,llm,0.2094,0,0.99,0,new
p0298,"Samsung Heavy Industries Co., Ltd.",Samsung Heavy Industries,1,positive,auto_accept,0.9845,,,1,
p0299,Toyota Motor Corporation,トヨタ自動車,1,positive,llm,0.8318,1,,1,reused
p0300,VZ,Siemens Aktiengesellschaft,0,easy_negative,llm,0.2901,0,0.99,0,new
p0301,Deutsche Telekom,Deutsche Post AG,0,hard_negative,llm,0.6008,0,,0,reused
p0302,General Motors Company,General Dynamics Corporation,0,hard_negative,llm,0.5579,0,,0,reused
p0303,Netflix,NFLX,1,positive,llm,0.8500,1,,1,reused
p0304,Alibaba,UNH,0,easy_negative,auto_reject,0.0000,,,0,
p0305,Samsung Electronics,"Samsung Heavy Industries Co., Ltd.",0,hard_negative,llm,0.7395,0,,0,reused
p0306,NVIDIA Corporation,BMW,0,easy_negative,auto_reject,0.0242,,,0,
p0307,Daimler AG,Mercedes Benz,1,positive,llm,0.5527,1,,1,reused
p0308,Merck and Co,MSD,1,positive,llm,0.4994,1,,1,reused
p0309,Allianz SE,Société des Produits Nestlé,0,easy_negative,llm,0.1245,0,,0,reused
p0310,Bank of America Corporation,Bank of China Limited,0,hard_negative,llm,0.4702,0,,0,reused
p0311,American Airlines Group Inc.,American Airlines,1,positive,llm,0.9114,1,,1,reused
p0312,Газпром,OAO Gazprom,1,positive,llm,0.7911,1,,1,reused
p0313,"Amazon.com, Inc.",MMM,0,easy_negative,auto_reject,0.0930,,,0,
p0314,Credit Suisse Group AG,Credit Suisse,1,positive,llm,0.9153,1,0.99,1,new
p0315,JP Morgan,Morgan Stanley & Co.,0,hard_negative,llm,0.6732,0,,0,reused
