pair_id,name_a,name_b,label,pair_type,route,baseline_score,llm_same,llm_confidence,final_pred,source
p0134,Johnson Controls International plc,Johnson Controls,1,positive,auto_accept,0.9682,,,1,
p0135,Bank of America,Union Bank of Switzerland,0,hard_negative,auto_reject,0.0862,,,0,
p0136,Citigroup Inc.,Citigroup,1,positive,auto_accept,0.9892,,,1,
p0137,Pepsi,Crédit Agricole S.A.,0,easy_negative,auto_reject,0.0812,,,0,
p0138,"PepsiCo, Inc.",PepsiCo,1,positive,auto_accept,0.9907,,,1,
p0139,Apple Inc.,"Samsung Electronics Co., Ltd.",0,easy_negative,llm,0.2814,0,1.0,0,new
p0140,Credit Agricole,Sony Corporation,0,easy_negative,auto_reject,0.0000,,,0,
p0141,GE,American Express Company,0,easy_negative,auto_reject,0.0910,,,0,
p0142,Johnson and Johnson,Johnson Controls International plc,0,hard_negative,llm,0.5843,0,,0,reused
p0143,Genral Electric,American Electric Power,0,hard_negative,llm,0.1212,0,,0,reused
p0144,Bank of America,Bank of China Limited,0,hard_negative,llm,0.3394,0,,0,reused
p0145,Union Bank of Switzerland,Bank of Montreal,0,hard_negative,llm,0.3512,0,,0,reused
p0146,General Mills,VZ,0,easy_negative,auto_reject,0.0000,,,0,
p0147,The Procter & Gamble Company,Procter and Gamble,1,positive,auto_accept,0.9868,,,1,
p0148,"Tesla Motors, Inc.",Tata Motors,0,hard_negative,llm,0.2918,0,,0,reused
p0149,RTX Corporation,Raytheon,1,positive,llm,0.8127,1,0.97,1,new
p0150,The Boeing Company,AAPL,0,easy_negative,auto_reject,0.0473,,,0,
p0151,PJSC Gazprom,OAO Gazprom,1,positive,auto_accept,0.9654,,,1,
p0152,Procter and Gamble,Maersk,0,easy_negative,auto_reject,0.0464,,,0,
p0153,Royal Bank of Canada,Royal Bank,1,positive,llm,0.8090,1,,1,reused
p0154,"Delta Air Lines, Inc.",Astra Zeneca,0,easy_negative,auto_reject,0.0300,,,0,
p0155,Bank of China Limited,Bank of Montreal,0,hard_negative,llm,0.4514,0,,0,reused
p0156,MCD,UBS Group AG,0,easy_negative,auto_reject,0.0363,,,0,
p0157,GlaxoSmithKline,GSK,1,positive,llm,0.9377,1,,1,reused
p0158,Bank of America,Verizon Communications Inc.,0,easy_negative,auto_reject,0.0771,,,0,
p0159,Deutsche Bank,Bank of Montreal,0,hard_negative,llm,0.2424,0,,0,reused
p0160,Deutsche Bank AG,Deutsche Post AG,0,hard_negative,llm,0.4938,0,,0,reused
p0161,General Electric Co.,HSBC,0,easy_negative,auto_reject,0.0000,,,0,
p0162,AP Moller Maersk,INTC,0,easy_negative,auto_reject,0.0000,,,0,
p0163,Deutsche Telekom,Deutsche Post DHL Group,0,hard_negative,llm,0.5835,0,,0,reused
p0164,Mercedes Benz,Mercedes-Benz,1,positive,auto_accept,0.9798,,,1,
p0165,Tata Consultancy Services,Tata Motors,0,hard_negative,llm,0.4470,0,,0,reused
p0166,Fiat Chrysler Automobiles,Airbus Group,0,easy_negative,llm,0.1620,0,1.0,0,new
p0167,"Netflix, Inc.",Netflix,1,positive,auto_accept,0.9729,,,1,
p0168,Deutsche Bank,First Republic Bank,0,hard_negative,llm,0.2271,0,,0,reused
p0169,Anheuser-Busch InBev SA/NV,Anheuser Busch InBev,1,positive,auto_accept,0.9696,,,1,
p0170,Exxon Mobil Corporation,The Home Depot,0,easy_negative,auto_reject,0.0000,,,0,
p0171,"Tesla Motors, Inc.",Ford Motor Co.,0,easy_negative,llm,0.3854,0,,0,reused
p0172,L'Oréal S.A.,L'Oreal,1,positive,auto_accept,0.9837,,,1,
p0173,Bank of America,Deutsche Bank AG,0,hard_negative,llm,0.3382,0,,0,reused
p0174,Toyota Motor Corporation,Toyota,1,positive,auto_accept,0.9755,,,1,
p0175,General Dynamics Corporation,General Dynamics,1,positive,auto_accept,0.9947,,,1,
p0176,Google LLC,Google Inc.,1,positive,auto_accept,0.9965,,,1,
p0177,Johnson Controls International plc,Ford Motor Company,0,easy_negative,llm,0.1695,0,1.0,0,new
p0178,Saudi Arabian Oil Company,Nike,0,easy_negative,auto_reject,0.0000,,,0,
p0179,Johnson Controls,"S. C. Johnson & Son, Inc.",0,hard_negative,llm,0.6637,0,,0,reused
p0180,Deutsche Bank AG,Deutsche Bank,1,positive,auto_accept,0.9914,,,1,
p0181,Microsoft Corp.,MSFT,1,positive,llm,0.8500,1,,1,reused
p0182,"Hitachi, Ltd.",L'Oréal S.A.,0,easy_negative,auto_reject,0.0000,,,0,
p0183,"Salesforce, Inc.","S. C. Johnson & Son, Inc.",0,easy_negative,llm,0.1355,0,1.0,0,new
p0184,IBM Corp.,Advanced Micro Devices,0,easy_negative,llm,0.1361,0,1.0,0,new
p0185,Toyota Motor Corporation,Ford Motor Co.,0,hard_negative,llm,0.2328,0,,0,reused
p0186,Citigroup Inc.,Citi,1,positive,llm,0.9372,1,,1,reused
p0187,Deutsche Bank,Minnesota Mining and Manufacturing,0,easy_negative,auto_reject,0.0000,,,0,
p0188,Johnson and Johnson,Volkswagen Aktiengesellschaft,0,easy_negative,auto_reject,0.0000,,,0,
p0189,Apple Inc.,Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0190,KO,中国银行,0,easy_negative,auto_reject,0.0000,,,0,
p0191,"Apple Computer, Inc.",Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0192,Advanced Micro Devices,Exxon,0,easy_negative,auto_reject,0.0000,,,0,
p0193,American Express,Bank of America Corporation,0,easy_negative,auto_reject,0.0919,,,0,
p0194,Oracle Corporation,Oracle Corp.,1,positive,auto_accept,0.9816,,,1,
p0195,LVMH,META,0,easy_negative,auto_reject,0.0000,,,0,
p0196,Alliance Bernstein,"The Goldman Sachs Group, Inc.",0,easy_negative,llm,0.2211,0,0.99,0,new
p0197,Genral Electric,"Lincoln Electric Holdings, Inc.",0,hard_negative,llm,0.2049,0,,0,reused
p0198,Nestle SA,Nestle,1,positive,auto_accept,0.9964,,,1,
p0199,Pfizer Inc.,Mercedes Benz,0,easy_negative,auto_reject,0.0274,,,0,
p0200,Apple Inc.,"Apple Computer, Inc.",1,positive,auto_accept,0.9826,,,1,
p0201,Merck and Co,Merck Group,0,hard_negative,auto_accept,0.9823,,,1,
p0202,Alibaba Group,Alibaba,1,positive,auto_accept,0.9914,,,1,
p0203,American Express Company,"American Electric Power Company, Inc.",0,hard_negative,llm,0.2826,0,,0,reused
p0204,"NIKE, Inc.",Nike,1,positive,auto_accept,0.9824,,,1,
p0205,L'Oréal S.A.,LOreal,1,positive,llm,0.2301,1,,1,reused
p0206,Nike,NKE,1,positive,llm,0.8500,1,,1,reused
p0207,Deutsche Post AG,Verizon,0,easy_negative,llm,0.3867,0,0.99,0,new
p0208,Saudi Arabian Oil Company,American Telephone & Telegraph,0,easy_negative,auto_reject,0.0000,,,0,
p0209,"United Parcel Service, Inc.",Mercedes-Benz,0,easy_negative,auto_reject,0.0356,,,0,
p0210,General Motors,Genral Motors,1,positive,llm,0.4697,1,,1,reused
p0211,TCS,American Electric Power,0,easy_negative,auto_reject,0.0067,,,0,
p0212,PepsiCo,RBS,0,easy_negative,auto_reject,0.0000,,,0,
p0213,Bank of China,Bank of Montreal,0,hard_negative,llm,0.4359,0,,0,reused
p0214,"Honda Motor Co., Ltd.",Honda Motor,1,positive,auto_accept,0.9698,,,1,
p0215,Bank of China Limited,First Republic Bank,0,hard_negative,llm,0.1524,0,,0,reused
p0216,Berkshire Hathaway Inc.,"Honda Motor Co., Ltd.",0,easy_negative,llm,0.1934,0,0.99,0,new
p0217,Nvidia,NVDA,1,positive,llm,0.8500,1,,1,reused
p0218,Royal Bank of Canada,Royal Bank of Scotland Group,0,hard_negative,llm,0.6535,0,,0,reused
p0219,Bank of America Corporation,BofA,1,positive,llm,0.8541,1,0.99,1,new
p0220,General Motors,General Dynamics,0,hard_negative,llm,0.5215,0,,0,reused
p0221,"Apple Computer, Inc.",AAPL,1,positive,llm,0.6949,1,0.99,1,new
p0222,American Airlines,"American International Group, Inc.",0,hard_negative,llm,0.3614,0,,0,reused
p0223,Exxon,XOM,1,positive,llm,0.4198,1,0.99,1,new
p0224,Bank of America,Deutsche Bank,0,hard_negative,llm,0.3338,0,,0,reused
p0225,General Motors,General Dynamics Corporation,0,hard_negative,llm,0.5281,0,,0,reused
p0226,Royal Bank of Scotland Group,First Republic Bank,0,hard_negative,llm,0.3120,0,,0,reused
p0227,A T & T,American Telephone & Telegraph,1,positive,llm,0.7263,1,0.99,1,new
p0228,Bank of Montreal,BMO Financial Group,1,positive,llm,0.7940,1,0.98,1,new
p0229,UnitedHealth Group,UNH,1,positive,llm,0.8500,1,,1,reused
p0230,Sony Group Corporation,Sony,1,positive,llm,0.9422,1,0.99,1,new
p0231,S&P Global Inc.,Union Bank of Switzerland,0,easy_negative,llm,0.1846,0,0.99,0,new
p0232,SAP SE,SAP,1,positive,auto_accept,0.9769,,,1,
p0233,"American Electric Power Company, Inc.","Lincoln Electric Holdings, Inc.",0,hard_negative,llm,0.2879,0,,0,reused
p0234,"Samsung Electronics Co., Ltd.",Samsung Elec,1,positive,llm,0.6763,1,,1,reused
p0235,MSFT,Microsft,1,positive,llm,0.8500,1,,1,reused
p0236,Pfizer,PFE,1,positive,llm,0.8500,1,,1,reused
p0237,Shell plc,Shell,1,positive,auto_accept,0.9857,,,1,
p0238,Johnson and Johnson,SC Johnson,0,hard_negative,llm,0.7256,0,,0,reused
p0239,Credit Suisse Group AG,Mercedes Benz,0,easy_negative,auto_reject,0.0399,,,0,
p0240,"Delta Electronics, Inc.",CSCO,0,easy_negative,llm,0.1349,0,0.99,0,new
p0241,TotalEnergies SE,Total,1,positive,llm,0.8500,1,,1,reused
p0242,AT&T Inc.,AT&T,1,positive,auto_accept,0.9921,,,1,
p0243,United Parcel Service,UPS,1,positive,llm,0.9200,1,,1,reused
p0244,"Banco Santander, S.A.",Santander,1,positive,llm,0.9344,1,,1,reused
p0245,NVIDIA Corporation,NVDA,1,positive,llm,0.8500,1,,1,reused
p0246,Ford Motor Co.,Honda Motor,0,hard_negative,llm,0.1611,0,,0,reused
p0247,Deutsche Bank AG,Deutsche Telekom AG,0,hard_negative,llm,0.4984,0,,0,reused
p0248,Bank of China Limited,Royal Bank of Canada,0,hard_negative,llm,0.4230,0,,0,reused
p0249,American Express Company,American Airlines Group Inc.,0,hard_negative,llm,0.4774,0,,0,reused
p0250,Novartis,Novartis International AG,1,positive,auto_accept,0.9649,,,1,
p0251,Sony,ソニー,1,positive,llm,0.1255,1,0.99,1,new
p0252,Apple,Aple Inc,1,positive,llm,0.8500,1,,1,reused
p0253,Bank of America Corporation,Royal Bank of Canada,0,hard_negative,llm,0.1942,0,,0,reused
p0254,Berkshire Hathaway,BRK.A,1,positive,auto_reject,0.0189,,,0,
p0255,"Lincoln Electric Holdings, Inc.",Lincoln Electric,1,positive,auto_accept,0.9665,,,1,
p0256,Tata Motors Limited,Tata Steel Limited,0,hard_negative,llm,0.7103,0,,0,reused
p0257,Wal Mart,WMT,1,positive,llm,0.4403,1,0.99,1,new
p0258,"Lincoln Electric Holdings, Inc.",BofA,0,easy_negative,auto_reject,0.0490,,,0,
p0259,Royal Bank of Canada,RBC,1,positive,llm,0.9200,1,,1,reused
p0260,Lincoln Financial Group,Lincoln Electric,0,hard_negative,llm,0.7462,0,,0,reused
p0261,HSBC,Hongkong and Shanghai Banking Corporation,1,positive,llm,0.8946,1,0.99,1,new
p0262,Bank of America Corporation,Bank of China,0,hard_negative,llm,0.3446,0,,0,reused
p0263,Unilever PLC,Unilever N.V.,1,positive,auto_accept,0.9886,,,1,
p0264,Bank of America Corporation,Royal Bank of Scotland Group,0,hard_negative,auto_reject,0.0000,,,0,
p0265,Intel Corporation,INTC,1,positive,llm,0.6093,1,,1,reused
p0266,General Electric Company,General Dynamics Corporation,0,hard_negative,llm,0.5360,0,,0,reused
p0267,American Electric Power,Lincoln Electric,0,hard_negative,llm,0.1944,0,,0,reused
p0268,Crédit Agricole S.A.,Credit Agricole,1,positive,auto_accept,0.9866,,,1,
p0269,Costco Wholesale Corporation,COST,1,positive,llm,0.8500,1,,1,reused
p0270,JPMorgan Chase,GlaxoSmithKline,0,easy_negative,auto_reject,0.0903,,,0,
p0271,NKE,Shell,0,easy_negative,auto_reject,0.0565,,,0,
p0272,"General Mills, Inc.",General Mills,1,positive,auto_accept,0.9865,,,1,
p0273,General Electric Co.,"General Mills, Inc.",0,hard_negative,llm,0.2753,0,,0,reused
p0274,NVIDIA Corporation,Nvidia,1,positive,auto_accept,0.9934,,,1,
p0275,"First Solar, Inc.",First Solar,1,positive,llm,0.9442,1,0.99,1,new
p0276,"Tesla, Inc.",Alphabet Inc.,0,easy_negative,llm,0.1446,0,0.99,0,new
p0277,Bank of Montreal,Royal Bank of Scotland Group,0,hard_negative,llm,0.2052,0,,0,reused
p0278,Amazon,AMZN,1,positive,llm,0.8500,1,,1,reused
p0279,Toyota Motor Corporation,Toyota Motor Corp,1,positive,auto_accept,0.9983,,,1,
p0280,Deutsche Bank,Royal Bank of Canada,0,hard_negative,llm,0.2213,0,,0,reused
p0281,Deutsche Bank AG,Bank of Montreal,0,hard_negative,llm,0.2118,0,,0,reused
p0282,Berkshire Hathaway Inc.,BRK.A,1,positive,auto_reject,0.0234,,,0,
p0283,"First Solar, Inc.",First Republic Bank,0,hard_negative,llm,0.4033,0,,0,reused
p0284,General Motors,Tata Motors,0,hard_negative,llm,0.2281,0,,0,reused
p0285,JPMorgan Chase & Co.,JPMorgan Chase,1,positive,auto_accept,0.9956,,,1,
p0286,Alliance Bernstein,AllianceBernstein,1,positive,llm,0.8781,1,,1,reused
p0287,American Express Company,"American International Group, Inc.",0,hard_negative,llm,0.2324,0,,0,reused
p0288,Bank of China,Royal Bank,0,hard_negative,llm,0.3153,0,,0,reused
p0289,Genral Electric,CVX,0,easy_negative,auto_reject,0.0000,,,0,
p0290,Nvidia,Nvidia Corp,1,positive,auto_accept,0.9946,,,1,
p0291,J.P. Morgan,"General Mills, Inc.",0,easy_negative,llm,0.2281,0,0.99,0,new
p0292,Hewlett Packard,Hewlett Packard Enterprise,0,hard_negative,llm,0.7986,0,,0,reused
p0293,LVMH Moët Hennessy Louis Vuitton,SAP SE,0,easy_negative,auto_reject,0.0389,,,0,
p0294,LVMH Moët Hennessy Louis Vuitton,LVMH,1,positive,llm,0.4829,1,,1,reused
p0295,Johnson & Johnson,SC Johnson,0,hard_negative,llm,0.6731,0,,0,reused
p0296,Citigroup Inc.,Tesla,0,easy_negative,auto_reject,0.0233,,,0,
p0297,Taiwan Semiconductor,Novartis AG,0,easy_negative,auto_reject,0.0000,,,0,
p0298,"Samsung Heavy Industries Co., Ltd.",Samsung Heavy Industries,1,positive,auto_accept,0.9935,,,1,
p0299,Toyota Motor Corporation,トヨタ自動車,1,positive,llm,0.4414,1,0.99,1,new
p0300,VZ,Siemens Aktiengesellschaft,0,easy_negative,auto_reject,0.0024,,,0,
p0301,Deutsche Telekom,Deutsche Post AG,0,hard_negative,llm,0.5713,0,,0,reused
p0302,General Motors Company,General Dynamics Corporation,0,hard_negative,llm,0.5275,0,,0,reused
p0303,Netflix,NFLX,1,positive,llm,0.8500,1,,1,reused
p0304,Alibaba,UNH,0,easy_negative,auto_reject,0.0000,,,0,
p0305,Samsung Electronics,"Samsung Heavy Industries Co., Ltd.",0,hard_negative,llm,0.9477,0,,0,reused
p0306,NVIDIA Corporation,BMW,0,easy_negative,llm,0.2065,0,0.99,0,new
p0307,Daimler AG,Mercedes Benz,1,positive,llm,0.6625,1,0.95,1,new
p0308,Merck and Co,MSD,1,positive,llm,0.7056,1,0.9,1,new
p0309,Allianz SE,Société des Produits Nestlé,0,easy_negative,llm,0.1642,0,0.99,0,new
p0310,Bank of America Corporation,Bank of China Limited,0,hard_negative,llm,0.3183,0,,0,reused
p0311,American Airlines Group Inc.,American Airlines,1,positive,llm,0.9007,1,0.97,1,new
p0312,Газпром,OAO Gazprom,1,positive,llm,0.1400,1,0.99,1,new
p0313,"Amazon.com, Inc.",MMM,0,easy_negative,auto_reject,0.0541,,,0,
p0314,Credit Suisse Group AG,Credit Suisse,1,positive,auto_accept,0.9798,,,1,
