pair_id,name_a,name_b,label,pair_type,route,baseline_score,llm_same,llm_confidence,final_pred,source
os000063,"АО ""ГЛОБАЛИНФОРМСЕРВИС""","Акционерное общество ""ГлобалИнформСервис""",1,os_positive,llm,0.8703,1,,1,reused
os000064,PUBLIC JOINT STOCK COMPANY RUSHYDRO,RusHydro,1,os_positive,llm,0.7117,1,,1,reused
os000065,PJSC VTB BANK (KIEV),PJSC VTB BANK (KIEV),0,os_negative,auto_accept,1.0000,,,1,
os000066,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННОЕ АГЕНСТВО ""ИНФОРОС""",INFOROS,1,os_positive,auto_reject,0.0000,,,0,
os000067,"2904977 CANADA, INC.",Company,1,os_positive,auto_reject,0.0148,,,0,
os000068,Mahan Air,Mahan Air,1,os_positive,auto_accept,1.0000,,,1,
os000069,AO NII VEKTOR,Ural Research Institute of Composite Materials,0,os_negative,auto_reject,0.0000,,,0,
os000070,AFRICA MIDDLE EAST INVESTMENT HOLDING SAL,Sun Middle East FZ Company,0,os_negative,llm,0.5548,0,,0,reused
os000071,TUNISIAN COMBATANT GROUP,TUNISIAN COMBATANT GROUP,1,os_positive,auto_accept,1.0000,,,1,
os000072,Marine Industries,Marine Industries,1,os_positive,auto_accept,1.0000,,,1,
os000073,Company,OPANSA ENTERPRISES LIMITED,0,os_negative,auto_reject,0.0573,,,0,
os000074,KOREA ACHIM SHIPPING CO,Korea Samma SHPG CO,0,os_negative,llm,0.2203,0,,0,reused
os000075,"Общество с ограниченной ответственностью (представительство в Украине) ""Скайлайн Софт""","Limited Liability Company (Representative Office in Ukraine) ""1C Multimedia Ukraine""",0,os_negative,auto_reject,0.0000,,,0,
os000076,Abu Sayyaf Group,Abu Sayyaf Group (ASG),1,os_positive,llm,0.8516,1,,1,reused
os000077,JAMAAT-UL-AHRAR (JUA),Ahrar-ul-Hind,1,os_positive,llm,0.5127,0,,0,reused
os000078,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРНОЕ МОРСКОЕ ПАРОХОДСТВО""",Joint Stock Company Northern Shipping Company,1,os_positive,auto_reject,0.0000,,,0,
os000079,"Islamic State in Iraq and the Levant in South-East Asia (ISIL-SEA, ISIL-South East Asia)",Islamska država Iraka in Levanta v jugovzhodni Aziji,1,os_positive,llm,0.1641,1,,1,reused
os000080,Islamska država Iraka in Levanta v jugovzhodni Aziji,Islamic State in Iraq and the Levant - Khorasan (ISIL- K),0,os_negative,llm,0.2336,0,,0,reused
os000081,Iran Composites Institute (ICI),Iran Communications Industries (ICI),0,os_negative,llm,0.3597,0,,0,reused
os000082,"Відкрите акціонерне товариство ""Ладошкі Елеватор""","Открытое акционерное общество ""Ровненский элеватор""",0,os_negative,llm,0.2717,0,,0,reused
os000083,"Акціонерне товариство науково-технічний центр ""Модуль""",Qods Aviation Industries,0,os_negative,auto_reject,0.0000,,,0,
os000084,"Товариство з обмеженою відповідальністю ""РТ-дирекція технічного замовника""","Товариство з обмеженою відповідальністю ""РТ-дирекція технічного замовника""",1,os_positive,auto_accept,1.0000,,,1,
os000085,Saving Bank,Saving Bank,1,os_positive,auto_accept,1.0000,,,1,
os000086,"Акционерное общество ""Балтийский завод""",United Shipbuilding Corporation JSC “Baltic Shipbuilding Factory”,1,os_positive,auto_reject,0.0000,,,0,
os000087,Central Scientific Research Institute of Chemistry and Mechanics,Scientific Research Institute of Communication Management Systems,0,os_negative,llm,0.4998,0,,0,reused
os000088,EVROBET - RUMANIA EOOD,NOVE DEVELOPMENT EOOD,0,os_negative,llm,0.2614,0,,0,reused
os000089,شركة ياس آير للخطوط الجوية,Pouya Air,1,os_positive,auto_reject,0.0000,,,0,
os000090,"АО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ РУССКИЕ БАЗОВЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",АО 'НПО РУСБИТЕХ',1,os_positive,llm,0.1379,1,,1,reused
os000091,SYRIAN ARAB AIRLINES,Syrian Arab Airlines,1,os_positive,auto_accept,1.0000,,,1,
os000092,ООО НАТС,Nizhneangarsktransstroy,1,os_positive,auto_reject,0.0000,,,0,
os000093,НАЦІОНАЛЬНИЙ БАНК УКРАЇНИ,НАЦІОНАЛЬНИЙ БАНК УКРАЇНИ,1,os_positive,auto_accept,1.0000,,,1,
os000094,Движение Талибан,Jamaat-ul-Ahrar (JuA),0,os_negative,auto_reject,0.0000,,,0,
os000095,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВТБ ПЕНСИОННЫЙ АДМИНИСТРАТОР,NPF VTB PENSION FUND JOINT STOCK COMPANY,0,os_negative,auto_reject,0.0000,,,0,
os000096,FIRST MILK LIMITED,First Milk Limited,1,os_positive,auto_accept,1.0000,,,1,
os000097,BUSHRA SHIP MANAGEMENT PRIVATE LIMITED,Company,0,os_negative,auto_reject,0.0051,,,0,
os000098,GKR OOO,GKR OOO,1,os_positive,auto_accept,1.0000,,,1,
os000099,Company,Synectics Plc,1,os_positive,auto_reject,0.0000,,,0,
os000100,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,0,os_negative,auto_accept,1.0000,,,1,
os000101,"Акционерное общество ""Концерн радиоэлектронные технологии""",JOINT STOCK COMPANY CONCERN RADIO-ELECTRONIC TECHNOLOGIES,1,os_positive,auto_reject,0.0000,,,0,
os000102,OJSC NOVOKUYBYSHEV REFINERY,OJSC NOVOKUYBYSHEV REFINERY,0,os_negative,auto_accept,1.0000,,,1,
os000103,AL CARDINAL INVESTMENTS CO. LTD,Al Cardinal Investments Co. LTD,1,os_positive,auto_accept,1.0000,,,1,
os000104,Company,ARTA SHIPPING ENTERPRISES LIMITED,0,os_negative,auto_reject,0.0000,,,0,
os000105,Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades,ABDALLAH AZZAM BRIGADES (AAB),1,os_positive,llm,0.6443,1,,1,reused
os000106,OFFICE 39,OFFICE 39,1,os_positive,auto_accept,1.0000,,,1,
os000107,"ALBASHSKI ELEVATOR, OAO","VELICHKOVSKI ELEVATOR, OAO",0,os_negative,llm,0.3853,0,,0,reused
os000108,"Державне унітарне підприємство Республіки Крим ""Чорноморнафтогаз""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""ЗАВОД ШАМПАНСКИХ ВИН ""НОВЫЙ СВЕТ""",0,os_negative,llm,0.1929,0,,0,reused
os000109,JOINT STOCK COMPANY RADIOZAVOD,Radiozavod JSC,1,os_positive,llm,0.7927,1,,1,reused
os000110,Scientific Research Institute of Applied Chemistry,State Scientific Research Institute for Organic Chemistry and Technology (GosNIIOKhT),0,os_negative,llm,0.5693,0,,0,reused
os000111,Icg Fmc Limited,Icg Fmc Limited,1,os_positive,auto_accept,1.0000,,,1,
os000112,"ФОНД ""РУССКИЙ МИР""",Nadácia Ruský svet,1,os_positive,auto_reject,0.0000,,,0,
os000113,Stepnyansky Elevator Joint-Stock Company,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫЛОВСКИЙ ЭЛЕВАТОР""",0,os_negative,auto_reject,0.0000,,,0,
os000114,HUAXIN SHIPPING HONGKONG LTD,披思埃香港有限公司,0,os_negative,auto_reject,0.0000,,,0,
os000115,"Открытое акционерное общество ""Степнянский элеватор""","VELICHKOVSKI ELEVATOR, OAO",0,os_negative,auto_reject,0.0000,,,0,
os000116,RAMKY CLEANTECH ENVIRONMENTAL SERVICES – SOLE PROPRIETORSHIP L.L.C.,Ramky Cleantech Environmental Services - Sole Proprietorship L.L.C.,1,os_positive,auto_accept,1.0000,,,1,
os000117,LIBYA AFRICA INVESTMENT PORTFOLIO,Liibüa Aafrika Investeerimisportfell,0,os_negative,llm,0.2667,1,,1,reused
os000118,Qods Aviation Industries,Qods Aviation Industries,1,os_positive,auto_accept,1.0000,,,1,
os000119,Libyan Arab African Investment Company,Libyan Investment Authority,0,os_negative,llm,0.5590,0,,0,reused
os000120,LF AEGON INVESTMENTS ICVC I,LF AEGON INVESTMENTS ICVC I,1,os_positive,auto_accept,1.0000,,,1,
os000121,Islamska država Iraka in Levanta v jugovzhodni Aziji,"Islamic State In Iraq And the Levant In South-East Asia (ISIL-SEA, ISIL-South East Asia)",1,os_positive,llm,0.1641,1,,1,reused
os000122,Товариство з обмеженою відповідальністю «Лук'яновський гірничо-збагачувальний комбінат»,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКЬЯНОВСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""",0,os_negative,llm,0.2511,1,,1,reused
os000123,Linburg Industries LTD.,Farasakht Industries,0,os_negative,llm,0.3763,0,,0,reused
os000124,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","Fomento De Construcciones Y Contratas, S.A.",1,os_positive,auto_accept,1.0000,,,1,
os000125,HUAXIN SHIPPING HONGKONG LTD,Huaxin Shipping Hongkong Ltd,1,os_positive,auto_accept,1.0000,,,1,
os000126,ANSARU,ANSARU,1,os_positive,auto_accept,1.0000,,,1,
os000127,CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION LIMITED,China Aerospace Science and Industry Corporation Limited,1,os_positive,auto_accept,1.0000,,,1,
os000128,Папа Оскар Венчурс ГмбХ,Company,1,os_positive,auto_reject,0.0000,,,0,
os000129,ZAO NTTS MODUL,Iran Space Research Center,0,os_negative,auto_reject,0.0054,,,0,
os000130,State Unitary Enterprise of the City of Sevastopol 'Sevastopol Sea Port',Crimean Sea Ports,0,os_negative,llm,0.1810,0,,0,reused
os000131,Нарoдное oпoлчéние Дoнбáсса,People’s Republic of Donetsk,0,os_negative,auto_reject,0.0000,,,0,
os000132,Coesa Engenharia LTDA.,Coesa Engenharia LTDA.,1,os_positive,auto_accept,1.0000,,,1,
os000133,YASA PART,Hosseini Nejad Trading Co.,0,os_negative,auto_reject,0.0000,,,0,
os000134,YASA PART,Hosseini Nejad Trading Co,0,os_negative,auto_reject,0.0000,,,0,
os000135,Company,MORGAN STANLEY SECURITIES LIMITED,1,os_positive,auto_reject,0.0207,,,0,
os000136,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,1,os_positive,auto_reject,0.0000,,,0,
os000137,"Акціонерне товариство ""Владимирське виробниче об'єднання ""Точмаш""",Joint Stock Company Vladimir Production Amalgamation Tochmash,1,os_positive,auto_reject,0.0000,,,0,
os000138,ОАО КАМАЗ,ОАО КАМАЗ,1,os_positive,auto_accept,1.0000,,,1,
os000139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСНЕФТЬ - МЕДИА""","TRANSNEFT-MEDIA, OOO",0,os_negative,auto_reject,0.0000,,,0,
os000140,Tula Arms Plant JSC,JSC Tula Arms Plant,1,os_positive,auto_accept,1.0000,,,1,
os000141,"Филиал Государственного унитарного предприятия ""Республики Крым"" ""Крымские морские порты"" ""Феодосийский торговый порт",Kerch ferry,0,os_negative,auto_reject,0.0000,,,0,
os000142,MYANMA TIMBER ENTERPRISE,Myanma Gems Enterprise,0,os_negative,llm,0.6849,0,,0,reused
os000143,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННОЕ МАШИНОСТРОИТЕЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО ""РАДУГА"" ИМЕНИ А.Я.БЕРЕЗНЯКА""",Design Bureau of Special Machine Building,0,os_negative,auto_reject,0.0000,,,0,
os000144,GIE KERMAN AVIATION,Mahan Air,0,os_negative,auto_reject,0.0610,,,0,
os000145,ЮЭСЭМ МАРКИРОВКА ООО,YUESEM MARKIROVKA OOO,1,os_positive,auto_reject,0.0000,,,0,
os000146,NEW ARCTIC SHIPPING LIMITED LIABILITY COMPANY,New Arctic Shipping Limited Liability Company,0,os_negative,auto_accept,1.0000,,,1,
os000147,7th of Tir,7th of Tir,1,os_positive,auto_accept,1.0000,,,1,
os000148,Товариство з обмеженою відповідальністю «СГМ-мост»,Stroygazmontazh Most OOO (SGM-Most OOO),0,os_negative,auto_reject,0.0000,,,0,
os000149,PRIMAX BUSINESS CONSULTANTS LIMITED,PRIMAX BUSINESS CONSULTANTS LIMITED,0,os_negative,auto_accept,1.0000,,,1,
os000150,OJSC ANGARSK PETROCHEMICAL COMPANY,OJSC NOVOKUYBYSHEV REFINERY,0,os_negative,llm,0.1381,0,,0,reused
os000151,Al-Haramain (Albanian branch),Al-Haramain: Albania Branch,1,os_positive,llm,0.9421,1,,1,reused
os000152,"GAZPROM TRANSGAZ KRASNODAR, OOO","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГТРАНСГАЗ""",0,os_negative,auto_reject,0.0000,,,0,
os000153,Miass Machine-Building Factory,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МИАССКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""",1,os_positive,auto_reject,0.0000,,,0,
os000154,"Товариство з обмеженою відповідальністю ""Газпром Трансгаз Казань""","GAZPROM TRANSGAZ STAVROPOL, OOO",0,os_negative,auto_reject,0.0000,,,0,
os000155,Санкт-Петербурзький державний університет цивільної авіації,Санкт-Петербурзький державний педіатричний медичний університет,0,os_negative,llm,0.6148,0,,0,reused
os000156,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МКБ ИНВЕСТИЦИИ""","Общество с ограниченной ответственностью ""МКБ Инвестиции""",1,os_positive,auto_accept,1.0000,,,1,
os000157,"Public movement ""Donetsk Republic""",Svobodniy Donbass,0,os_negative,auto_reject,0.0576,,,0,
os000158,Company,Sabtina Ltd,1,os_positive,auto_reject,0.0000,,,0,
os000159,Company,Fourteenth Ocean Administration GmbH,0,os_negative,auto_reject,0.0054,,,0,
os000160,Harbesina Ltd,HARBESINA LTD,1,os_positive,auto_accept,1.0000,,,1,
os000161,AL-HARAMAIN: ALBANIA BRANCH,Al-Haramain: Afghanistan Branch,0,os_negative,llm,0.6013,0,,0,reused
os000162,"Акціонерне товариство ""Науково-дослідний інститут ""Полюс» ім. М.Ф. Стельмаха""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ПОЛЮС"" ИМ. М.Ф.СТЕЛЬМАХА""",1,os_positive,llm,0.6035,1,,1,reused
os000163,BELSHINA OAO,Belshina,0,os_negative,auto_accept,1.0000,,,1,
os000164,OOO TRAST LODZHISTIKS GRUPP,OOO Trast Lodzhistiks Grupp,1,os_positive,auto_accept,1.0000,,,1,
os000165,P.P. SHIRSHOV INSTITUTE OF OCEANOLOGY OF THE RUSSIAN ACADEMY OF SCIENCES,Federal State Financed Institution of Science Higher Education Institution Spectroscopy of the Russian Federation Academy of Sciences,0,os_negative,llm,0.4066,0,,0,reused
os000166,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ БАНК ""РОССИЯ""",Bank Rossiya,1,os_positive,auto_reject,0.0000,,,0,
os000167,LIBYAN AFRICA INVESTMENT PORTFOLIO,Sociedad de inversiones extranjeras de Libia,0,os_negative,llm,0.1150,1,,1,reused
os000168,Syrian Air Force Intelligence Directorate,Service de renseignement de l'armée de l'air,1,os_positive,llm,0.1143,1,,1,reused
os000169,"GAZPROM TRANSGAZ KAZAN, OOO","GAZPROM TRANSGAZ KRASNODAR, OOO",0,os_negative,llm,0.6545,0,,0,reused
os000170,JSC Scientific Research Institute Submicron,株式会社自動操作油圧技術中央科学研究所,0,os_negative,auto_reject,0.0000,,,0,
os000171,"Molecular Electronics Research Institute, Joint Stock Company","MOLECULAR ELECTRONICS RESEARCH INSTITUTE, JOINT STOCK COMPANY",1,os_positive,auto_accept,1.0000,,,1,
os000172,Ministry of Defense Logistics Export,Ministry of Defense Logistics Export,0,os_negative,auto_accept,1.0000,,,1,
os000173,STATE ENTERPRISE FEODOSIA SEA TRADING PORT,STATE ENTERPRISE FEODOSIA SEA TRADING PORT,1,os_positive,auto_accept,1.0000,,,1,
os000174,مؤسسة ريونها الكورية المشتركة للآلات,KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION,1,os_positive,auto_reject,0.0000,,,0,
os000175,"Товариство з обмеженою відповідальністю ""Ядро Фаб Дубна""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КНС ГРУП""",0,os_negative,llm,0.5724,0,,0,reused
os000176,KOREA KUMRYONG TRADING CORPORATION,KOREAN TANGUN TRADING CORPORATION,0,os_negative,llm,0.3933,0,,0,reused
os000177,Company,ELEKTRA PURCHASE NO. 54 DESIGNATED ACTIVITY COMPANY,1,os_positive,auto_reject,0.0078,,,0,
os000178,Al-Haramayn Foundation (Tanzania),Al-Haramain Foundation (United States Of America),0,os_negative,llm,0.4255,1,,1,reused
os000179,TWELFTH OCEAN GMBH & CO. KG,Company,0,os_negative,auto_reject,0.0064,,,0,
os000180,SBERBANK (SWITZERLAND) AG,Sberbank,0,os_negative,llm,0.5375,1,,1,reused
os000181,INVERSIONES SANTA MONICA LTDA.,INVERSIONES SANTA CECILIA S.C.S.,0,os_negative,llm,0.5538,0,,0,reused
os000182,"Товариство з обмеженою відповідальністю ""Екоферма зарєчьє""",EKOFERMA ZARECHE OOO,1,os_positive,auto_reject,0.0000,,,0,
os000183,Hosseini Nejad Trading Co.,Hosseini Nejad Trading Co.,1,os_positive,auto_accept,1.0000,,,1,
os000184,EUROBET OOD,SIZIF V OOD,0,os_negative,llm,0.2386,0,,0,reused
os000185,"Товариство з обмеженою відповідальністю ""Будтрансгруп""",Budtransgroup Limited Liability Company,1,os_positive,auto_reject,0.0000,,,0,
os000186,Joint Stock Company Concern Sozvezdie,JSC Sozvezdie Concern,1,os_positive,llm,0.8672,1,,1,reused
os000187,ANSAR AL-SHARI’A IN TUNISIA (AAS-T),ANSAR AL-SHARI’A IN TUNISIA (AAS-T),1,os_positive,auto_accept,1.0000,,,1,
os000188,مجموعة الشهيد باقري الصناعية,Shahid Bagheri Industrial Group (SBIG),1,os_positive,auto_reject,0.0000,,,0,
