pair_id,name_a,name_b,label,pair_type,route,baseline_score,llm_same,llm_confidence,final_pred,source
os000020,"AVIC JONHON OPTRONIC TECHNOLOGY CO., LTD.","AVIC Jonhon Optronic Technology Co., Ltd.",1,os_positive,llm,0.8534,1,1.0,1,new
os000021,VOLGA-DNEPR LOGISTICS B.V.,VOLGA-DNEPR LOGISTICS B.V.,1,os_positive,auto_accept,1.0000,,,1,
os000022,"Открытое акционерное общество ""Лакокраска""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛАКОКРАСКА""",1,os_positive,llm,0.9245,1,1.0,1,new
os000023,NEFAZ PUBLICLY TRADED COMPANY,Nefaz Publicly Traded Company,1,os_positive,llm,0.8564,1,1.0,1,new
os000024,"Товариство з обмеженою відповідальністю ""Газпром Телеком""","Gazprom Svyaz, OOO",1,os_positive,llm,0.5537,0,,0,reused
os000025,Closed Joint Stock Company Absolutbank,Absolutbank,0,os_negative,llm,0.8756,1,,1,reused
os000026,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО ЭЛЕКТРОННЫЕ СИСТЕМЫ""",JSC NPO High Precision Systems,0,os_negative,llm,0.4221,0,,0,reused
os000027,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОДК-КУЗНЕЦОВ""",Public Joint-Stock Company ODK-Kuznetsov,1,os_positive,llm,0.6425,1,,1,reused
os000028,"Акціонерне товариство ""Державна транспортна лізингова компанія""",državna prevozna lizinška družba,1,os_positive,llm,0.7519,1,,1,reused
os000029,United Instrument Manufacturing Corporation,United Shipbuilding Corporation,0,os_negative,llm,0.5509,0,,0,reused
os000030,Iran Air,Iran Air,1,os_positive,auto_accept,1.0000,,,1,
os000031,LEDRA NOMINEES LIMITED,IONICS NOMINEES LIMITED,0,os_negative,llm,0.3925,0,,0,reused
os000032,KOREAN TANGUN TRADING CORPORATION,Korean Tangun Trading Corporation,1,os_positive,llm,0.7570,1,1.0,1,new
os000033,アル・ハラマイン：バングラディシュ・ブランチ,AL-HARAMAIN: ETHIOPIA BRANCH,0,os_negative,llm,0.7189,0,0.97,0,new
os000034,وزارة الدفاع السورية,Syrian Ministry of Defence,0,os_negative,llm,0.9109,1,,1,reused
os000035,TOYO SHINYO JITSUGYO K.K.,JSC NNK (Novaia naftavaia kampania),0,os_negative,auto_reject,0.0549,,,0,
os000036,Rzhanov Institute of Semiconductor Physics Siberian Branch of Russian Academy of Sciences,"Rzhanov Institute of Semiconductor Physics, Siberian Branch of Russian Academy of Sciences (IPP SB RAS)",0,os_negative,auto_accept,0.9691,,,1,
os000037,KOREA DAESONG GENERAL TRADING CORPORATION,Korea Taesong Trading Company,0,os_negative,llm,0.8483,1,,1,reused
os000038,"Myanmar Imperial Jade (Gems & Jewellery) Co., Ltd.",Burma Ruby Enterprise,0,os_negative,llm,0.2127,0,,0,reused
os000039,NPF VTB PENSION FUND JOINT STOCK COMPANY,VTB PENSION ADMINISTRATOR LIMITED,0,os_negative,llm,0.6683,0,,0,reused
os000040,RAMKY ENVIRO ENGINEERS MIDDLE EAST FZ-LLC,Ramky Enviro Engineers Middle East FZ-LLC,1,os_positive,llm,0.8641,1,1.0,1,new
os000041,"Акціонерне товариство ""Консіст-оператор зв'язку""","АО ""КОНСИСТ- ОС""",1,os_positive,llm,0.6910,1,,1,reused
os000042,"Батальйон ""Оплот""","Батальйон ""Зоря""",0,os_negative,llm,0.6814,0,,0,reused
os000043,"Товариство з обмеженою відповідальністю ""Газпром Добича Ямбург""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА КРАСНОДАР""",0,os_negative,llm,0.6115,0,,0,reused
os000044,"ТОВ ""ПАРУС-ДНІПРО""","ТОВ ""КОМПАНІЯ ""САНЛАЙН""",0,os_negative,llm,0.1890,0,,0,reused
os000045,ФЕДЕРАЛЬНАЯ СЛУЖБА ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ,Фонд национального благосостояния РФ,0,os_negative,llm,0.6122,0,,0,reused
os000046,SHAHID SHUSTARI INDUSTRIES,Shahid Karrazi Industries,0,os_negative,llm,0.7199,0,,0,reused
os000047,GUSTAVO CAVAZOS,GUSTAVO CAVAZOS,1,os_positive,auto_accept,1.0000,,,1,
os000048,KOREA KUMRYONG TRADING CORPORATION,KOREA DAESONG GENERAL TRADING CORPORATION,0,os_negative,llm,0.8632,0,,0,reused
os000049,PCA XIANG GANG LIMITED,HUAXIN SHIPPING HONGKONG LTD,0,os_negative,llm,0.5296,0,,0,reused
os000050,Mahan Air,YANGON AIRWAYS COMPANY LIMITED,0,os_negative,llm,0.2955,0,,0,reused
os000051,الفرع 216,SYRIAN MILITARY INTELLIGENCE BRANCH 215 - RAIDS,0,os_negative,llm,0.4607,0,,0,reused
os000052,"Міжрегіональна громадська організація ""Спілка добровольців Донбасу""",地域間社会組織ドンバス義勇兵連合,1,os_positive,llm,0.4347,1,,1,reused
os000053,RT - Russia Today Germany,"АВТОНОМНА НЕКОМЕРЦІЙНА ОРГАНІЗАЦІЯ ""ТВ-НОВИНИ"" (Росія сьогодні UK)",0,os_negative,llm,0.5645,0,,0,reused
os000054,Rostec (Russian Technologies State Corporation),State Corporation Rostec,1,os_positive,llm,0.8519,1,,1,reused
os000055,Батальйон «Восток»,Brigade Vostok,1,os_positive,llm,0.6717,1,,1,reused
os000056,AL-HARAMAIN : Ethiopia Branch,Al-Haramain (branche Albanie),0,os_negative,llm,0.6175,0,,0,reused
os000057,TIZ PARS,Tiz Pars,1,os_positive,llm,0.8962,1,1.0,1,new
os000058,"Myanmar Imperial Jade (Gems & Jewellery) Co., Ltd.",Burma Imperial Jade Co. Ltd.,0,os_negative,llm,0.7234,1,,1,reused
os000059,KOREA HEUNGJIN TRADING COMPANY,Korea Heungjin Trading Company,1,os_positive,llm,0.9263,1,1.0,1,new
os000060,Чже Цзян Цзяйі Смол Коммодітіз Трейд Компані Лімітед,Company,1,os_positive,llm,0.1877,0,0.95,0,new
os000061,UNITED INSTRUMENT MANUFACTURING CORPORATION,United Shipbuilding Corporation,0,os_negative,llm,0.5654,0,,0,reused
os000062,Korea Kwangsong Trading Corporation,Korea Kumsan Trading Corporation,0,os_negative,llm,0.8751,0,,0,reused
os000063,"АО ""ГЛОБАЛИНФОРМСЕРВИС""","Акционерное общество ""ГлобалИнформСервис""",1,os_positive,llm,0.8227,1,,1,reused
os000064,PUBLIC JOINT STOCK COMPANY RUSHYDRO,RusHydro,1,os_positive,llm,0.5779,1,,1,reused
os000065,PJSC VTB BANK (KIEV),PJSC VTB BANK (KIEV),0,os_negative,auto_accept,1.0000,,,1,
os000066,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФОРМАЦИОННОЕ АГЕНСТВО ""ИНФОРОС""",INFOROS,1,os_positive,llm,0.6713,1,,1,reused
os000067,"2904977 CANADA, INC.",Company,1,os_positive,llm,0.3543,0,0.95,0,new
os000068,Mahan Air,Mahan Air,1,os_positive,auto_accept,1.0000,,,1,
os000069,AO NII VEKTOR,Ural Research Institute of Composite Materials,0,os_negative,llm,0.2633,0,,0,reused
os000070,AFRICA MIDDLE EAST INVESTMENT HOLDING SAL,Sun Middle East FZ Company,0,os_negative,auto_reject,0.0827,,,0,
os000071,TUNISIAN COMBATANT GROUP,TUNISIAN COMBATANT GROUP,1,os_positive,auto_accept,1.0000,,,1,
os000072,Marine Industries,Marine Industries,1,os_positive,auto_accept,1.0000,,,1,
os000073,Company,OPANSA ENTERPRISES LIMITED,0,os_negative,auto_reject,0.0313,,,0,
os000074,KOREA ACHIM SHIPPING CO,Korea Samma SHPG CO,0,os_negative,llm,0.6208,0,,0,reused
os000075,"Общество с ограниченной ответственностью (представительство в Украине) ""Скайлайн Софт""","Limited Liability Company (Representative Office in Ukraine) ""1C Multimedia Ukraine""",0,os_negative,llm,0.4162,0,,0,reused
os000076,Abu Sayyaf Group,Abu Sayyaf Group (ASG),1,os_positive,auto_accept,0.9626,,,1,
os000077,JAMAAT-UL-AHRAR (JUA),Ahrar-ul-Hind,1,os_positive,llm,0.4412,0,,0,reused
os000078,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРНОЕ МОРСКОЕ ПАРОХОДСТВО""",Joint Stock Company Northern Shipping Company,1,os_positive,llm,0.2319,1,,1,reused
os000079,"Islamic State in Iraq and the Levant in South-East Asia (ISIL-SEA, ISIL-South East Asia)",Islamska država Iraka in Levanta v jugovzhodni Aziji,1,os_positive,llm,0.8458,1,,1,reused
os000080,Islamska država Iraka in Levanta v jugovzhodni Aziji,Islamic State in Iraq and the Levant - Khorasan (ISIL- K),0,os_negative,llm,0.7596,0,,0,reused
os000081,Iran Composites Institute (ICI),Iran Communications Industries (ICI),0,os_negative,llm,0.7304,0,,0,reused
os000082,"Відкрите акціонерне товариство ""Ладошкі Елеватор""","Открытое акционерное общество ""Ровненский элеватор""",0,os_negative,llm,0.6505,0,,0,reused
os000083,"Акціонерне товариство науково-технічний центр ""Модуль""",Qods Aviation Industries,0,os_negative,auto_reject,0.0000,,,0,
os000084,"Товариство з обмеженою відповідальністю ""РТ-дирекція технічного замовника""","Товариство з обмеженою відповідальністю ""РТ-дирекція технічного замовника""",1,os_positive,auto_accept,1.0000,,,1,
os000085,Saving Bank,Saving Bank,1,os_positive,auto_accept,1.0000,,,1,
os000086,"Акционерное общество ""Балтийский завод""",United Shipbuilding Corporation JSC “Baltic Shipbuilding Factory”,1,os_positive,llm,0.7470,1,,1,reused
os000087,Central Scientific Research Institute of Chemistry and Mechanics,Scientific Research Institute of Communication Management Systems,0,os_negative,llm,0.6927,0,,0,reused
os000088,EVROBET - RUMANIA EOOD,NOVE DEVELOPMENT EOOD,0,os_negative,llm,0.2782,0,,0,reused
os000089,شركة ياس آير للخطوط الجوية,Pouya Air,1,os_positive,llm,0.3791,0,,0,reused
os000090,"АО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ РУССКИЕ БАЗОВЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",АО 'НПО РУСБИТЕХ',1,os_positive,llm,0.6659,1,,1,reused
os000091,SYRIAN ARAB AIRLINES,Syrian Arab Airlines,1,os_positive,llm,0.8042,1,1.0,1,new
os000092,ООО НАТС,Nizhneangarsktransstroy,1,os_positive,llm,0.5187,1,,1,reused
os000093,НАЦІОНАЛЬНИЙ БАНК УКРАЇНИ,НАЦІОНАЛЬНИЙ БАНК УКРАЇНИ,1,os_positive,auto_accept,1.0000,,,1,
os000094,Движение Талибан,Jamaat-ul-Ahrar (JuA),0,os_negative,llm,0.3511,0,,0,reused
os000095,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВТБ ПЕНСИОННЫЙ АДМИНИСТРАТОР,NPF VTB PENSION FUND JOINT STOCK COMPANY,0,os_negative,llm,0.3321,0,,0,reused
os000096,FIRST MILK LIMITED,First Milk Limited,1,os_positive,llm,0.9500,1,1.0,1,new
os000097,BUSHRA SHIP MANAGEMENT PRIVATE LIMITED,Company,0,os_negative,auto_reject,0.0154,,,0,
os000098,GKR OOO,GKR OOO,1,os_positive,auto_accept,1.0000,,,1,
os000099,Company,Synectics Plc,1,os_positive,llm,0.1108,0,0.95,0,new
os000100,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,0,os_negative,auto_accept,1.0000,,,1,
os000101,"Акционерное общество ""Концерн радиоэлектронные технологии""",JOINT STOCK COMPANY CONCERN RADIO-ELECTRONIC TECHNOLOGIES,1,os_positive,llm,0.5637,1,,1,reused
os000102,OJSC NOVOKUYBYSHEV REFINERY,OJSC NOVOKUYBYSHEV REFINERY,0,os_negative,auto_accept,1.0000,,,1,
os000103,AL CARDINAL INVESTMENTS CO. LTD,Al Cardinal Investments Co. LTD,1,os_positive,llm,0.7792,1,1.0,1,new
os000104,Company,ARTA SHIPPING ENTERPRISES LIMITED,0,os_negative,auto_reject,0.0000,,,0,
os000105,Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades,ABDALLAH AZZAM BRIGADES (AAB),1,os_positive,llm,0.5439,1,,1,reused
os000106,OFFICE 39,OFFICE 39,1,os_positive,auto_accept,1.0000,,,1,
os000107,"ALBASHSKI ELEVATOR, OAO","VELICHKOVSKI ELEVATOR, OAO",0,os_negative,llm,0.7370,0,,0,reused
os000108,"Державне унітарне підприємство Республіки Крим ""Чорноморнафтогаз""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""ЗАВОД ШАМПАНСКИХ ВИН ""НОВЫЙ СВЕТ""",0,os_negative,llm,0.4933,0,,0,reused
os000109,JOINT STOCK COMPANY RADIOZAVOD,Radiozavod JSC,1,os_positive,llm,0.7601,1,,1,reused
os000110,Scientific Research Institute of Applied Chemistry,State Scientific Research Institute for Organic Chemistry and Technology (GosNIIOKhT),0,os_negative,llm,0.5649,0,,0,reused
os000111,Icg Fmc Limited,Icg Fmc Limited,1,os_positive,auto_accept,1.0000,,,1,
os000112,"ФОНД ""РУССКИЙ МИР""",Nadácia Ruský svet,1,os_positive,llm,0.6402,1,,1,reused
os000113,Stepnyansky Elevator Joint-Stock Company,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРЫЛОВСКИЙ ЭЛЕВАТОР""",0,os_negative,llm,0.2985,0,,0,reused
os000114,HUAXIN SHIPPING HONGKONG LTD,披思埃香港有限公司,0,os_negative,llm,0.4237,0,,0,reused
os000115,"Открытое акционерное общество ""Степнянский элеватор""","VELICHKOVSKI ELEVATOR, OAO",0,os_negative,llm,0.3323,0,,0,reused
os000116,RAMKY CLEANTECH ENVIRONMENTAL SERVICES – SOLE PROPRIETORSHIP L.L.C.,Ramky Cleantech Environmental Services - Sole Proprietorship L.L.C.,1,os_positive,llm,0.7559,1,1.0,1,new
os000117,LIBYA AFRICA INVESTMENT PORTFOLIO,Liibüa Aafrika Investeerimisportfell,0,os_negative,llm,0.8710,1,,1,reused
os000118,Qods Aviation Industries,Qods Aviation Industries,1,os_positive,auto_accept,1.0000,,,1,
os000119,Libyan Arab African Investment Company,Libyan Investment Authority,0,os_negative,llm,0.8312,0,,0,reused
os000120,LF AEGON INVESTMENTS ICVC I,LF AEGON INVESTMENTS ICVC I,1,os_positive,auto_accept,1.0000,,,1,
os000121,Islamska država Iraka in Levanta v jugovzhodni Aziji,"Islamic State In Iraq And the Levant In South-East Asia (ISIL-SEA, ISIL-South East Asia)",1,os_positive,llm,0.8424,1,,1,reused
os000122,Товариство з обмеженою відповідальністю «Лук'яновський гірничо-збагачувальний комбінат»,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКЬЯНОВСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""",0,os_negative,llm,0.7789,1,,1,reused
os000123,Linburg Industries LTD.,Farasakht Industries,0,os_negative,auto_reject,0.0537,,,0,
os000124,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","Fomento De Construcciones Y Contratas, S.A.",1,os_positive,llm,0.8647,1,1.0,1,new
os000125,HUAXIN SHIPPING HONGKONG LTD,Huaxin Shipping Hongkong Ltd,1,os_positive,llm,0.9292,1,1.0,1,new
os000126,ANSARU,ANSARU,1,os_positive,auto_accept,1.0000,,,1,
os000127,CHINA AEROSPACE SCIENCE AND INDUSTRY CORPORATION LIMITED,China Aerospace Science and Industry Corporation Limited,1,os_positive,llm,0.8798,1,1.0,1,new
os000128,Папа Оскар Венчурс ГмбХ,Company,1,os_positive,auto_reject,0.0000,,,0,
os000129,ZAO NTTS MODUL,Iran Space Research Center,0,os_negative,auto_reject,0.0951,,,0,
os000130,State Unitary Enterprise of the City of Sevastopol 'Sevastopol Sea Port',Crimean Sea Ports,0,os_negative,llm,0.6624,0,,0,reused
os000131,Нарoдное oпoлчéние Дoнбáсса,People’s Republic of Donetsk,0,os_negative,llm,0.6070,0,,0,reused
os000132,Coesa Engenharia LTDA.,Coesa Engenharia LTDA.,1,os_positive,auto_accept,1.0000,,,1,
os000133,YASA PART,Hosseini Nejad Trading Co.,0,os_negative,auto_reject,0.0000,,,0,
os000134,YASA PART,Hosseini Nejad Trading Co,0,os_negative,auto_reject,0.0000,,,0,
os000135,Company,MORGAN STANLEY SECURITIES LIMITED,1,os_positive,llm,0.1661,0,0.95,0,new
os000136,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",BANK SAINT-PETERSBURG PUBLIC JOINT STOCK COMPANY,1,os_positive,llm,0.6032,1,,1,reused
os000137,"Акціонерне товариство ""Владимирське виробниче об'єднання ""Точмаш""",Joint Stock Company Vladimir Production Amalgamation Tochmash,1,os_positive,llm,0.7966,1,,1,reused
os000138,ОАО КАМАЗ,ОАО КАМАЗ,1,os_positive,auto_accept,1.0000,,,1,
os000139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСНЕФТЬ - МЕДИА""","TRANSNEFT-MEDIA, OOO",0,os_negative,llm,0.6769,1,,1,reused
os000140,Tula Arms Plant JSC,JSC Tula Arms Plant,1,os_positive,auto_accept,0.9795,,,1,
os000141,"Филиал Государственного унитарного предприятия ""Республики Крым"" ""Крымские морские порты"" ""Феодосийский торговый порт",Kerch ferry,0,os_negative,llm,0.3551,0,0.9,0,new
os000142,MYANMA TIMBER ENTERPRISE,Myanma Gems Enterprise,0,os_negative,llm,0.5637,0,,0,reused
os000143,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННОЕ МАШИНОСТРОИТЕЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО ""РАДУГА"" ИМЕНИ А.Я.БЕРЕЗНЯКА""",Design Bureau of Special Machine Building,0,os_negative,llm,0.1944,0,,0,reused
os000144,GIE KERMAN AVIATION,Mahan Air,0,os_negative,llm,0.2073,0,,0,reused
os000145,ЮЭСЭМ МАРКИРОВКА ООО,YUESEM MARKIROVKA OOO,1,os_positive,llm,0.6029,1,,1,reused
os000146,NEW ARCTIC SHIPPING LIMITED LIABILITY COMPANY,New Arctic Shipping Limited Liability Company,0,os_negative,llm,0.9151,1,1.0,1,new
os000147,7th of Tir,7th of Tir,1,os_positive,auto_accept,1.0000,,,1,
os000148,Товариство з обмеженою відповідальністю «СГМ-мост»,Stroygazmontazh Most OOO (SGM-Most OOO),0,os_negative,llm,0.5558,1,,1,reused
os000149,PRIMAX BUSINESS CONSULTANTS LIMITED,PRIMAX BUSINESS CONSULTANTS LIMITED,0,os_negative,auto_accept,1.0000,,,1,
os000150,OJSC ANGARSK PETROCHEMICAL COMPANY,OJSC NOVOKUYBYSHEV REFINERY,0,os_negative,llm,0.4646,0,,0,reused
os000151,Al-Haramain (Albanian branch),Al-Haramain: Albania Branch,1,os_positive,llm,0.9407,1,,1,reused
os000152,"GAZPROM TRANSGAZ KRASNODAR, OOO","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГТРАНСГАЗ""",0,os_negative,llm,0.6014,0,,0,reused
os000153,Miass Machine-Building Factory,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МИАССКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""",1,os_positive,llm,0.6262,1,,1,reused
os000154,"Товариство з обмеженою відповідальністю ""Газпром Трансгаз Казань""","GAZPROM TRANSGAZ STAVROPOL, OOO",0,os_negative,llm,0.5497,0,,0,reused
os000155,Санкт-Петербурзький державний університет цивільної авіації,Санкт-Петербурзький державний педіатричний медичний університет,0,os_negative,llm,0.6131,0,,0,reused
os000156,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МКБ ИНВЕСТИЦИИ""","Общество с ограниченной ответственностью ""МКБ Инвестиции""",1,os_positive,llm,0.8028,1,1.0,1,new
os000157,"Public movement ""Donetsk Republic""",Svobodniy Donbass,0,os_negative,llm,0.5799,0,,0,reused
os000158,Company,Sabtina Ltd,1,os_positive,llm,0.1550,0,0.95,0,new
os000159,Company,Fourteenth Ocean Administration GmbH,0,os_negative,auto_reject,0.0000,,,0,
os000160,Harbesina Ltd,HARBESINA LTD,1,os_positive,llm,0.7886,1,1.0,1,new
os000161,AL-HARAMAIN: ALBANIA BRANCH,Al-Haramain: Afghanistan Branch,0,os_negative,llm,0.6370,0,,0,reused
os000162,"Акціонерне товариство ""Науково-дослідний інститут ""Полюс» ім. М.Ф. Стельмаха""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ПОЛЮС"" ИМ. М.Ф.СТЕЛЬМАХА""",1,os_positive,llm,0.8295,1,,1,reused
os000163,BELSHINA OAO,Belshina,0,os_negative,llm,0.6139,1,0.99,1,new
os000164,OOO TRAST LODZHISTIKS GRUPP,OOO Trast Lodzhistiks Grupp,1,os_positive,llm,0.8416,1,1.0,1,new
os000165,P.P. SHIRSHOV INSTITUTE OF OCEANOLOGY OF THE RUSSIAN ACADEMY OF SCIENCES,Federal State Financed Institution of Science Higher Education Institution Spectroscopy of the Russian Federation Academy of Sciences,0,os_negative,llm,0.5874,0,,0,reused
os000166,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНЫЙ БАНК ""РОССИЯ""",Bank Rossiya,1,os_positive,llm,0.9079,1,,1,reused
os000167,LIBYAN AFRICA INVESTMENT PORTFOLIO,Sociedad de inversiones extranjeras de Libia,0,os_negative,llm,0.6168,1,,1,reused
os000168,Syrian Air Force Intelligence Directorate,Service de renseignement de l'armée de l'air,1,os_positive,llm,0.6471,1,,1,reused
os000169,"GAZPROM TRANSGAZ KAZAN, OOO","GAZPROM TRANSGAZ KRASNODAR, OOO",0,os_negative,llm,0.8499,0,,0,reused
os000170,JSC Scientific Research Institute Submicron,株式会社自動操作油圧技術中央科学研究所,0,os_negative,llm,0.2968,0,,0,reused
os000171,"Molecular Electronics Research Institute, Joint Stock Company","MOLECULAR ELECTRONICS RESEARCH INSTITUTE, JOINT STOCK COMPANY",1,os_positive,llm,0.8992,1,1.0,1,new
os000172,Ministry of Defense Logistics Export,Ministry of Defense Logistics Export,0,os_negative,auto_accept,1.0000,,,1,
os000173,STATE ENTERPRISE FEODOSIA SEA TRADING PORT,STATE ENTERPRISE FEODOSIA SEA TRADING PORT,1,os_positive,auto_accept,1.0000,,,1,
os000174,مؤسسة ريونها الكورية المشتركة للآلات,KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION,1,os_positive,llm,0.6594,1,,1,reused
os000175,"Товариство з обмеженою відповідальністю ""Ядро Фаб Дубна""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КНС ГРУП""",0,os_negative,llm,0.1919,0,,0,reused
os000176,KOREA KUMRYONG TRADING CORPORATION,KOREAN TANGUN TRADING CORPORATION,0,os_negative,llm,0.6826,0,,0,reused
os000177,Company,ELEKTRA PURCHASE NO. 54 DESIGNATED ACTIVITY COMPANY,1,os_positive,auto_reject,0.0480,,,0,
os000178,Al-Haramayn Foundation (Tanzania),Al-Haramain Foundation (United States Of America),0,os_negative,llm,0.8633,1,,1,reused
os000179,TWELFTH OCEAN GMBH & CO. KG,Company,0,os_negative,auto_reject,0.0610,,,0,
os000180,SBERBANK (SWITZERLAND) AG,Sberbank,0,os_negative,llm,0.8322,1,,1,reused
os000181,INVERSIONES SANTA MONICA LTDA.,INVERSIONES SANTA CECILIA S.C.S.,0,os_negative,llm,0.7371,0,,0,reused
os000182,"Товариство з обмеженою відповідальністю ""Екоферма зарєчьє""",EKOFERMA ZARECHE OOO,1,os_positive,llm,0.7684,1,,1,reused
os000183,Hosseini Nejad Trading Co.,Hosseini Nejad Trading Co.,1,os_positive,auto_accept,1.0000,,,1,
os000184,EUROBET OOD,SIZIF V OOD,0,os_negative,llm,0.3660,0,,0,reused
os000185,"Товариство з обмеженою відповідальністю ""Будтрансгруп""",Budtransgroup Limited Liability Company,1,os_positive,llm,0.6370,1,,1,reused
os000186,Joint Stock Company Concern Sozvezdie,JSC Sozvezdie Concern,1,os_positive,llm,0.8114,1,,1,reused
os000187,ANSAR AL-SHARI’A IN TUNISIA (AAS-T),ANSAR AL-SHARI’A IN TUNISIA (AAS-T),1,os_positive,auto_accept,1.0000,,,1,
